label_level_1,label_level_2,label_level_3,label_level_4,label_level_5,label_level_1_encoded,label_level_2_encoded,label_level_3_encoded,label_level_4_encoded,label_level_5_encoded
N,78,784,7842,78429,13,68,198,466,1529
N,78,784,7843,78431,13,68,198,467,1530
N,78,784,7843,78432,13,68,198,467,1531
N,78,784,7843,78433,13,68,198,467,1532
N,78,784,7843,78434,13,68,198,467,1533
N,78,784,7843,78435,13,68,198,467,1534
N,78,784,7843,78436,13,68,198,467,1535
N,78,784,7843,78437,13,68,198,467,1536
N,78,784,7843,78439,13,68,198,467,1537
N,79,791,7911,79111,13,69,199,468,1538
N,79,791,7911,79112,13,69,199,468,1539
N,79,791,7911,79119,13,69,199,468,1540
N,79,791,7912,79121,13,69,199,469,1541
N,79,791,7912,79122,13,69,199,469,1542
N,79,791,7912,79129,13,69,199,469,1543
N,79,799,7991,79911,13,69,200,470,1544
N,79,799,7991,79912,13,69,200,470,1545
N,79,799,7992,79921,13,69,200,471,1546
N,79,799,7992,79922,13,69,200,471,1547
N,79,799,7999,79990,13,69,200,472,1548
N,80,801,8010,80100,13,70,201,473,1549
N,80,802,8020,80200,13,70,202,474,1550
N,80,803,8030,80300,13,70,203,475,1551
N,81,811,8110,81100,13,71,204,476,1552
N,81,812,8121,81210,13,71,205,477,1553
N,81,812,8129,81290,13,71,205,478,1554
N,81,813,8130,81300,13,71,206,479,1555
N,82,821,8211,82110,13,72,207,480,1556
N,82,821,8219,82190,13,72,207,481,1557
N,82,822,8220,82200,13,72,208,482,1558
N,82,823,8230,82301,13,72,209,483,1559
N,82,823,8230,82302,13,72,209,483,1560
N,82,829,8291,82911,13,72,210,484,1561
N,82,829,8291,82912,13,72,210,484,1562
N,82,829,8292,82920,13,72,210,485,1563
N,82,829,8299,82990,13,72,210,486,1564
O,84,841,8411,84111,14,73,211,487,1565
O,84,841,8411,84112,14,73,211,487,1566
O,84,841,8411,84113,14,73,211,487,1567
O,84,841,8411,84114,14,73,211,487,1568
O,84,841,8411,84115,14,73,211,487,1569
O,84,841,8411,84119,14,73,211,487,1570
O,84,841,8412,84121,14,73,211,488,1571
O,84,841,8412,84122,14,73,211,488,1572
O,84,841,8412,84123,14,73,211,488,1573
O,84,841,8412,84124,14,73,211,488,1574
O,84,841,8412,84125,14,73,211,488,1575
O,84,841,8412,84126,14,73,211,488,1576
O,84,841,8412,84127,14,73,211,488,1577
O,84,841,8412,84129,14,73,211,488,1578
O,84,841,8413,84131,14,73,211,489,1579
O,84,841,8413,84132,14,73,211,489,1580
O,84,841,8413,84133,14,73,211,489,1581
O,84,841,8413,84134,14,73,211,489,1582
O,84,841,8413,84135,14,73,211,489,1583
O,84,841,8413,84136,14,73,211,489,1584
O,84,841,8413,84137,14,73,211,489,1585
O,84,841,8413,84138,14,73,211,489,1586
O,84,841,8413,84139,14,73,211,489,1587
O,84,842,8421,84210,14,73,212,490,1588
O,84,842,8422,84221,14,73,212,491,1589
O,84,842,8422,84222,14,73,212,491,1590
O,84,842,8422,84223,14,73,212,491,1591
O,84,842,8422,84224,14,73,212,491,1592
O,84,842,8423,84231,14,73,212,492,1593
O,84,842,8423,84232,14,73,212,492,1594
O,84,842,8423,84233,14,73,212,492,1595
O,84,842,8423,84234,14,73,212,492,1596
O,84,843,8430,84300,14,73,213,493,1597
P,85,851,8511,85111,15,74,214,494,1598
P,85,851,8511,85112,15,74,214,494,1599
P,85,851,8512,85121,15,74,214,495,1600
P,85,851,8512,85122,15,74,214,495,1601
P,85,851,8513,85131,15,74,214,496,1602
P,85,851,8513,85132,15,74,214,496,1603
P,85,851,8513,85133,15,74,214,496,1604
P,85,851,8513,85134,15,74,214,496,1605
P,85,851,8513,85135,15,74,214,496,1606
P,85,851,8513,85139,15,74,214,496,1607
P,85,851,8514,85141,15,74,214,497,1608
P,85,851,8514,85142,15,74,214,497,1609
P,85,851,8514,85143,15,74,214,497,1610
P,85,851,8514,85144,15,74,214,497,1611
P,85,851,8515,85151,15,74,214,498,1612
P,85,851,8515,85152,15,74,214,498,1613
P,85,851,8515,85153,15,74,214,498,1614
P,85,851,8515,85154,15,74,214,498,1615
P,85,851,8515,85155,15,74,214,498,1616
P,85,851,8516,85161,15,74,214,499,1617
P,85,851,8516,85162,15,74,214,499,1618
P,85,851,8516,85163,15,74,214,499,1619
P,85,852,8521,85210,15,74,215,500,1620
P,85,852,8522,85220,15,74,215,501,1621
P,85,852,8523,85230,15,74,215,502,1622
P,85,852,8524,85240,15,74,215,503,1623
P,85,852,8525,85251,15,74,215,504,1624
P,85,852,8525,85252,15,74,215,504,1625
P,85,852,8526,85261,15,74,215,505,1626
P,85,852,8526,85262,15,74,215,505,1627
P,85,852,8526,85263,15,74,215,505,1628
P,85,852,8527,85270,15,74,215,506,1629
P,85,853,8531,85311,15,74,216,507,1630
P,85,853,8531,85312,15,74,216,507,1631
P,85,853,8532,85321,15,74,216,508,1632
P,85,853,8532,85322,15,74,216,508,1633
P,85,853,8533,85331,15,74,216,509,1634
P,85,853,8533,85332,15,74,216,509,1635
P,85,853,8534,85340,15,74,216,510,1636
P,85,854,8541,85410,15,74,217,511,1637
P,85,854,8542,85420,15,74,217,512,1638
P,85,854,8543,85430,15,74,217,513,1639
P,85,854,8544,85440,15,74,217,514,1640
P,85,854,8545,85451,15,74,217,515,1641
P,85,854,8545,85452,15,74,217,515,1642
P,85,854,8545,85459,15,74,217,515,1643
P,85,854,8549,85491,15,74,217,516,1644
P,85,854,8549,85492,15,74,217,516,1645
P,85,854,8549,85493,15,74,217,516,1646
P,85,854,8549,85494,15,74,217,516,1647
P,85,854,8549,85495,15,74,217,516,1648
P,85,854,8549,85496,15,74,217,516,1649
P,85,854,8549,85497,15,74,217,516,1650
P,85,854,8549,85498,15,74,217,516,1651
P,85,854,8549,85499,15,74,217,516,1652
P,85,855,8550,85500,15,74,218,517,1653
Q,86,861,8610,86101,16,75,219,518,1654
Q,86,861,8610,86102,16,75,219,518,1655
Q,86,861,8610,86103,16,75,219,518,1656
Q,86,861,8610,86104,16,75,219,518,1657
Q,86,861,8610,86105,16,75,219,518,1658
Q,86,861,8610,86109,16,75,219,518,1659
Q,86,862,8620,86201,16,75,220,519,1660
Q,86,862,8620,86202,16,75,220,519,1661
Q,86,862,8620,86203,16,75,220,519,1662
Q,86,869,8690,86901,16,75,221,520,1663
Q,86,869,8690,86902,16,75,221,520,1664
Q,86,869,8690,86903,16,75,221,520,1665
Q,86,869,8690,86904,16,75,221,520,1666
Q,87,871,8710,87100,16,76,222,521,1667
Q,87,872,8720,87201,16,76,223,522,1668
Q,87,872,8720,87202,16,76,223,522,1669
Q,87,872,8720,87203,16,76,223,522,1670
Q,87,873,8730,87301,16,76,224,523,1671
Q,87,873,8730,87302,16,76,224,523,1672
Q,87,873,8730,87303,16,76,224,523,1673
Q,87,873,8730,87304,16,76,224,523,1674
Q,87,873,8730,87305,16,76,224,523,1675
Q,87,879,8790,87901,16,76,225,524,1676
Q,87,879,8790,87902,16,76,225,524,1677
Q,87,879,8790,87903,16,76,225,524,1678
Q,87,879,8790,87904,16,76,225,524,1679
Q,87,879,8790,87905,16,76,225,524,1680
Q,87,879,8790,87906,16,76,225,524,1681
Q,87,879,8790,87907,16,76,225,524,1682
Q,87,879,8790,87909,16,76,225,524,1683
Q,88,881,8810,88101,16,77,226,525,1684
Q,88,881,8810,88102,16,77,226,525,1685
Q,88,889,8891,88911,16,77,227,526,1686
Q,88,889,8891,88919,16,77,227,526,1687
Q,88,889,8899,88991,16,77,227,527,1688
Q,88,889,8899,88992,16,77,227,527,1689
R,90,900,9001,90011,17,78,228,528,1690
R,90,900,9001,90012,17,78,228,528,1691
R,90,900,9002,90021,17,78,228,529,1692
R,90,900,9002,90022,17,78,228,529,1693
R,90,900,9002,90023,17,78,228,529,1694
R,90,900,9002,90024,17,78,228,529,1695
R,90,900,9002,90025,17,78,228,529,1696
R,90,900,9002,90029,17,78,228,529,1697
R,90,900,9003,90030,17,78,228,530,1698
R,90,900,9004,90040,17,78,228,531,1699
R,90,900,9009,90090,17,78,228,532,1700
R,91,910,9101,91011,17,79,229,533,1701
R,91,910,9101,91012,17,79,229,533,1702
R,91,910,9102,91021,17,79,229,534,1703
R,91,910,9102,91022,17,79,229,534,1704
R,91,910,9102,91023,17,79,229,534,1705
R,91,910,9102,91024,17,79,229,534,1706
R,91,910,9102,91025,17,79,229,534,1707
R,91,910,9102,91029,17,79,229,534,1708
R,91,910,9103,91031,17,79,229,535,1709
R,91,910,9103,91032,17,79,229,535,1710
R,91,910,9103,91033,17,79,229,535,1711
R,91,910,9103,91034,17,79,229,535,1712
R,91,910,9103,91035,17,79,229,535,1713
R,91,910,9103,91036,17,79,229,535,1714
R,91,910,9103,91037,17,79,229,535,1715
R,91,910,9103,91038,17,79,229,535,1716
R,91,910,9103,91039,17,79,229,535,1717
R,92,920,9200,92000,17,80,230,536,1718
R,93,931,9311,93111,17,81,231,537,1719
R,93,931,9311,93112,17,81,231,537,1720
R,93,931,9311,93113,17,81,231,537,1721
R,93,931,9311,93114,17,81,231,537,1722
R,93,931,9311,93115,17,81,231,537,1723
R,93,931,9311,93116,17,81,231,537,1724
R,93,931,9311,93119,17,81,231,537,1725
R,93,931,9312,93121,17,81,231,538,1726
R,93,931,9312,93122,17,81,231,538,1727
R,93,931,9312,93123,17,81,231,538,1728
R,93,931,9312,93124,17,81,231,538,1729
R,93,931,9312,93125,17,81,231,538,1730
R,93,931,9312,93126,17,81,231,538,1731
R,93,931,9312,93127,17,81,231,538,1732
R,93,931,9312,93128,17,81,231,538,1733
R,93,931,9312,93129,17,81,231,538,1734
R,93,931,9319,93191,17,81,231,539,1735
R,93,931,9319,93192,17,81,231,539,1736
R,93,931,9319,93193,17,81,231,539,1737
R,93,931,9319,93194,17,81,231,539,1738
R,93,931,9319,93195,17,81,231,539,1739
R,93,931,9319,93199,17,81,231,539,1740
R,93,932,9321,93211,17,81,232,540,1741
R,93,932,9321,93219,17,81,232,540,1742
R,93,932,9322,93221,17,81,232,541,1743
R,93,932,9322,93222,17,81,232,541,1744
R,93,932,9322,93223,17,81,232,541,1745
R,93,932,9322,93224,17,81,232,541,1746
R,93,932,9322,93229,17,81,232,541,1747
R,93,932,9323,93231,17,81,232,542,1748
R,93,932,9323,93239,17,81,232,542,1749
R,93,932,9324,93241,17,81,232,543,1750
R,93,932,9324,93242,17,81,232,543,1751
R,93,932,9324,93243,17,81,232,543,1752
R,93,932,9324,93244,17,81,232,543,1753
R,93,932,9324,93245,17,81,232,543,1754
R,93,932,9324,93246,17,81,232,543,1755
R,93,932,9324,93249,17,81,232,543,1756
R,93,932,9329,93291,17,81,232,544,1757
R,93,932,9329,93292,17,81,232,544,1758
R,93,932,9329,93293,17,81,232,544,1759
R,93,932,9329,93294,17,81,232,544,1760
R,93,932,9329,93299,17,81,232,544,1761
S,94,941,9411,94110,18,82,233,545,1762
S,94,941,9412,94121,18,82,233,546,1763
S,94,941,9412,94122,18,82,233,546,1764
S,94,942,9420,94200,18,82,234,547,1765
S,94,949,9491,94910,18,82,235,548,1766
S,94,949,9492,94920,18,82,235,549,1767
S,94,949,9499,94990,18,82,235,550,1768
S,95,951,9511,95110,18,83,236,551,1769
S,95,951,9512,95120,18,83,236,552,1770
S,95,952,9521,95210,18,83,237,553,1771
S,95,952,9522,95220,18,83,237,554,1772
S,95,952,9523,95230,18,83,237,555,1773
S,95,952,9524,95240,18,83,237,556,1774
S,95,952,9529,95291,18,83,237,557,1775
S,95,952,9529,95299,18,83,237,557,1776
S,96,961,9611,96111,18,84,238,558,1777
S,96,961,9611,96112,18,84,238,558,1778
S,96,961,9612,96121,18,84,238,559,1779
S,96,961,9612,96122,18,84,238,559,1780
S,96,961,9612,96129,18,84,238,559,1781
S,96,962,9620,96200,18,84,239,560,1782
S,96,969,9691,96910,18,84,240,561,1783
S,96,969,9699,96990,18,84,240,562,1784
T,97,970,9700,97000,19,85,241,563,1785
T,98,981,9810,98100,19,86,242,564,1786
T,98,982,9820,98200,19,86,243,565,1787
U,99,990,9900,99000,20,87,244,566,1788
